VendorPartNo,Make,vehicleMaxQty,Category,IsDevelopment,Worldpac,PartsAuthority,SSF,WorldPac(2016),PartsAuthority(2016),SSF(2016),Total Units Sold(2016),WorldPac(2017),PartsAuthority(2017),SSF(2017),Total Units Sold(2017),WorldPac(2018),PartsAuthority(2018),SSF(2018),Total Units Sold(2018),WorldPac(2019),PartsAuthority(2019),SSF(2019),Total Units Sold(2019),WorldPac(2020),PartsAuthority(2020),SSF(2020),Total Units Sold(2020),UnitsSold360,VIO_US,VIO_CANADA,FirstSoldDate
B-7031,Mercedes-Benz,1,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,24,0,25,68,34,13,16,87,45,31,19,118,0,29,14,62,74,17475,943,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,12,0,0,0,0,0,0,0,11,11,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
ZL-AV1010,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,1,,,No,No,No,0,0,0,0,0,0,0,70,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,0,,,No,No,No,0,0,0,0,0,0,0,45,0,0,0,45,0,0,0,55,0,0,0,30,75,0,0,07/20/17
ZL-AV1051,,0,,,No,No,No,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
ZL-AV1002,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
ZL-AV1009,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
ZL-AV1005,,0,,,No,No,No,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
ZL-AV1019,,0,,,No,No,No,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
,,1,,,No,No,No,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/20/17
B-8331,Porsche,1,Exhaust,Yes,Yes,No,No,0,0,0,0,0,0,0,217,0,0,0,33,3,0,0,31,9,0,0,38,42,15502,1231,07/19/17
B-6694,Porsche,1,Electrical,Yes,Yes,Yes,No,0,0,0,0,0,0,0,87,0,0,0,222,4,0,0,304,4,10,0,463,510,42022,2640,07/19/17
B-8334,Porsche,2,Exhaust,Yes,Yes,Yes,No,0,0,0,0,0,0,0,335,187,0,0,361,238,21,0,961,126,24,0,335,516,43156,4610,07/13/17
B-8329,Porsche,1,Exhaust,Yes,Yes,No,No,0,0,0,0,0,0,0,58,0,0,0,4,1,0,0,9,0,0,0,22,25,851,45,07/13/17
B-8333,Porsche,2,Exhaust,Yes,Yes,No,Yes,0,0,0,0,133,0,0,474,225,0,18,382,77,0,27,539,99,0,38,411,544,16826,1758,07/11/17
LY-A052,Volkswagen,1,Cooling,,No,No,No,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,2,2,5854,593,07/07/17
C081615,Mercedes-Benz,1,Fuel,Yes,Yes,Yes,Yes,0,0,0,0,0,17,21,66,0,11,21,65,93,16,36,163,26,22,16,68,104,16379,734,07/06/17
LY-A056,Volkswagen,1,Cooling,,No,No,No,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,07/06/17
AC732Z,,0,,,No,No,No,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,100,0,0,0,200,0,0,0,0,0,0,0,200,200,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,150,0,0,0,300,0,0,0,100,0,0,0,103,103,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,35,0,0,0,20,0,0,0,15,0,0,0,0,15,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,70,0,0,0,40,40,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,65,0,0,0,20,45,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,35,0,0,0,40,0,0,0,45,0,0,0,5,5,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,50,0,0,0,25,45,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,220,0,0,0,350,0,0,0,440,0,0,0,320,375,0,0,06/30/17
,,2,,,No,No,No,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,2,,,No,No,No,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,70,70,0,0,06/30/17
,,2,,,No,No,No,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,200,0,0,0,100,0,0,0,0,0,0,0,80,80,0,0,06/30/17
,,2,,,No,No,No,0,0,0,0,0,0,0,182,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,15,0,0,0,26,0,0,0,0,10,0,0,06/30/17
,,1,,,No,No,No,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,75,0,0,0,35,0,0,0,35,0,0,0,8,8,0,0,06/30/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/29/17
B-8427,Porsche,1,Brakes,Yes,Yes,No,Yes,0,0,0,0,0,0,0,77,0,0,26,51,0,0,32,44,4,0,27,55,63,40502,2645,06/28/17
B-8389,Jaguar,1,Suspension,Yes,Yes,Yes,No,0,0,0,0,0,0,0,43,0,0,0,60,5,0,0,105,11,11,0,84,102,45446,2203,06/26/17
B-8388,Jaguar,1,Suspension,Yes,Yes,Yes,No,0,0,0,0,0,0,0,52,0,0,0,64,5,0,0,104,6,14,0,75,94,45446,2203,06/26/17
SD-5009,Volkswagen,8,Electrical,,No,No,No,0,0,0,0,0,0,0,160,0,0,0,426,0,0,0,437,0,0,0,466,538,57934,5816,06/26/17
B-8316,Mini,1,Cooling,Yes,Yes,Yes,Yes,0,0,0,0,276,0,0,395,473,10,54,1104,444,138,96,1432,395,98,148,1273,1701,73216,8386,06/26/17
B-8325,Mercedes-Benz,1,Body,Yes,Yes,No,No,0,0,0,0,0,8,0,8,0,0,0,9,0,0,0,1,1,0,0,1,1,152860,20238,06/26/17
B-8324,Mercedes-Benz,1,Body,Yes,No,No,No,0,0,0,0,0,8,0,8,0,0,0,9,0,0,0,0,0,0,0,0,0,152860,20238,06/26/17
B-8322,Mercedes-Benz,1,Body,Yes,No,No,No,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,289866,34285,06/26/17
B-8323,Mercedes-Benz,1,Body,Yes,No,No,No,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,289866,34285,06/26/17
B-8047,Porsche,2,Suspension,Yes,Yes,Yes,Yes,0,0,0,0,67,0,137,286,100,16,209,402,66,11,119,304,117,17,197,389,517,41419,2630,06/22/17
B-6872,Porsche,1,Body,Yes,Yes,Yes,No,0,0,0,0,0,0,0,97,0,0,0,35,2,0,0,62,2,5,0,71,85,16436,775,06/22/17
B-6871,Porsche,1,Body,Yes,Yes,Yes,No,0,0,0,0,0,0,0,92,0,0,0,58,1,0,0,33,1,8,0,82,84,16436,775,06/22/17
B-6929,Porsche,1,Electrical,Yes,No,No,Yes,0,0,0,0,0,0,0,163,0,0,20,207,0,0,28,88,0,0,29,120,132,9352,231,06/22/17
GAC61972,Porsche,2,Body,,Yes,Yes,Yes,0,0,0,0,0,0,0,158,0,0,0,407,20,0,217,759,6,163,167,616,819,51767,7231,06/21/17
B-8245,BMW,1,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,98,0,14,139,33,14,30,176,39,41,22,151,0,45,12,89,114,228962,17292,06/21/17
B-8244,BMW,1,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,90,0,16,134,64,14,27,202,4,36,16,115,10,45,15,106,135,228962,17292,06/21/17
11 12 7 552 281,BMW,1,Engine,,Yes,Yes,Yes,0,0,0,0,851,77,516,1856,10315,1400,892,14288,11411,1597,517,15670,9436,1159,243,12564,15088,661037,69409,06/21/17
11 12 7 570 292,BMW,1,Engine,,Yes,Yes,Yes,0,0,0,0,31,7,92,210,1512,144,171,1980,3935,370,182,4863,5006,719,321,6489,7908,426607,41812,06/21/17
301107,BMW,1,Suspension,,Yes,No,No,0,0,0,0,0,0,0,43,0,0,0,59,1,0,0,86,1,0,0,45,52,222642,3817,06/19/17
301106,BMW,1,Suspension,,Yes,Yes,No,0,0,0,0,0,0,0,29,0,0,0,59,3,0,0,62,2,5,0,80,89,222642,3817,06/19/17
B-7082,Porsche,1,Fuel,Yes,No,No,No,0,0,0,0,0,0,0,29,0,0,0,78,0,0,0,145,0,0,0,17,17,18895,1976,06/15/17
B-8453,Porsche,2,Body,Yes,Yes,No,Yes,0,0,0,0,0,0,0,42,0,0,40,214,2,0,45,185,1,0,54,291,307,12050,1280,06/15/17
ZL-AV1068,Volkswagen,1,Engine,,Yes,Yes,Yes,0,0,0,0,148,41,21,259,145,42,25,346,156,65,19,342,121,35,0,252,326,822268,161946,06/15/17
B-8501,Audi,1,Engine,Yes,Yes,No,Yes,0,0,0,0,39,0,2,51,27,0,6,50,3,0,2,11,10,0,1,17,19,16339,1533,06/15/17
B-,Volkswagen,1,Transmission,,Yes,Yes,Yes,0,0,0,0,151,41,128,351,219,78,2,363,150,56,89,547,128,72,77,634,829,1010385,186480,06/15/17
M031902,Mercedes-Benz,1,Suspension,Yes,No,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,47,26593,1752,06/07/17
M031901,Mercedes-Benz,1,Suspension,Yes,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,7,11,26593,1752,06/07/17
,,0,,,No,No,No,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,1,,,No,No,No,0,0,0,0,0,0,0,200,0,0,0,200,0,0,0,100,0,0,0,200,200,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,2,,,No,No,No,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,55,0,0,0,20,0,0,0,0,0,0,0,20,20,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,30,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,1,,,No,No,No,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,0,0,100,100,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,06/05/17
,,2,,,No,No,No,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,115,0,0,0,50,0,0,0,55,0,0,0,21,21,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,30,0,0,0,25,35,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,50,0,0,0,40,0,0,0,60,0,0,0,40,40,0,0,06/05/17
,,0,,,No,No,No,0,0,0,0,0,0,0,190,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,06/05/17
,,1,,,No,No,No,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,06/05/17
B-8419,BMW,2,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,29,0,41,98,65,0,58,276,38,36,57,211,2,76,66,194,216,45486,3227,06/05/17
B-8104,BMW,2,Suspension,Yes,Yes,Yes,Yes,0,0,0,0,116,0,115,323,285,0,151,680,243,142,132,702,89,338,208,716,884,614173,50456,06/05/17
105542,Audi,4,Suspension,,No,No,No,0,0,0,0,0,0,0,14,0,0,0,40,0,0,0,85,0,0,0,24,68,4634,248,06/01/17
994019,BMW,2,Suspension,,No,No,No,0,0,0,0,0,0,0,29,0,0,0,52,0,0,0,31,0,0,0,33,39,300119,23662,06/01/17
B-7015,Porsche,2,Suspension,Yes,No,No,Yes,0,0,0,0,0,0,52,171,0,0,4,38,2,0,44,90,0,0,26,57,69,36763,3634,05/26/17
B-8102,Porsche,2,Suspension,Yes,Yes,No,Yes,0,0,0,0,0,0,63,419,0,0,71,156,0,0,91,503,4,0,123,213,287,75164,6852,05/26/17
B-8096,Jaguar,2,Steering,Yes,Yes,No,No,0,0,0,0,0,0,0,7,0,0,0,12,0,0,0,11,2,0,0,7,7,185812,12384,05/23/17
B-8436,Jaguar,2,Suspension,Yes,Yes,No,Yes,0,0,0,0,27,0,20,74,22,0,10,70,7,0,13,58,5,0,22,46,71,64575,4159,05/23/17
B-8062,Mercedes-Benz,1,Electrical,Yes,No,Yes,No,0,0,0,0,0,131,0,266,0,193,0,487,0,378,0,774,0,392,0,645,810,3185539,281171,05/23/17
JX-A067,Mercedes-Benz,1,Cooling,,Yes,Yes,Yes,0,0,0,0,0,31,24,94,0,42,55,172,5,88,27,197,10,53,19,110,153,39442,2406,05/23/17
SD-3078,Mercedes-Benz,3,Electrical,,No,Yes,No,0,0,0,0,0,0,0,77,0,0,0,134,0,25,0,197,0,26,0,143,191,78342,5835,05/23/17
290204,Mercedes-Benz,2,Suspension,,No,No,No,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,7,5,136615,612,05/23/17
B-8366,Jaguar,2,Suspension,Yes,Yes,Yes,Yes,0,0,0,0,359,0,26,445,286,0,16,385,238,15,52,369,68,79,48,221,343,29914,1744,05/18/17
B-7086,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,4,105,0,0,6,105,0,0,2,87,0,0,9,37,50,4155,59,05/17/17
B-8260,Porsche,1,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,10,0,11,60,38,14,27,126,7,4,9,77,10,8,27,100,133,12050,1280,05/17/17
B-7087,Porsche,1,Body,Yes,No,No,Yes,0,0,0,0,0,0,4,104,0,0,3,89,0,0,5,79,0,0,6,40,44,4155,59,05/17/17
B-8261,Porsche,1,Electrical,Yes,Yes,Yes,Yes,0,0,0,0,26,0,11,78,22,28,34,106,4,3,9,76,1,9,18,84,96,12050,1280,05/17/17
SD-3043,Hyundai,1,Electrical,,Yes,No,No,0,0,0,0,0,0,0,1,8,0,0,27,127,0,0,197,47,0,0,125,170,189361,0,05/16/17
GPL862SLB,,1,,,No,No,No,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,05/15/17
B-8094,Jaguar,2,Suspension,Yes,Yes,No,No,0,0,0,0,42,0,0,71,36,0,0,76,5,0,0,27,8,0,0,32,36,33415,1879,05/15/17
GLP750SLZ,,1,,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/12/17
GAC61458,Volkswagen,2,Body,,Yes,No,No,0,0,0,0,0,0,0,47,0,0,0,28,2,0,0,44,0,0,0,31,52,50360,6472,05/12/17
SD-5058,Jaguar,6,Electrical,,Yes,Yes,No,0,0,0,0,0,0,0,96,0,0,0,213,476,0,0,580,824,4,0,920,1203,96471,5731,05/11/17
97034105103,Porsche,2,Suspension,,Yes,Yes,Yes,0,0,0,0,0,37,0,73,0,62,0,82,7,116,67,217,11,56,35,120,164,21308,1755,05/10/17
B-8264,Mercedes-Benz,1,Fuel,Yes,No,No,No,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,9,0,0,0,11,11,5366,396,05/09/17
B-6793,Porsche,2,Body,Yes,Yes,No,Yes,0,0,0,0,0,0,83,560,0,0,126,659,1,0,79,637,2,0,94,502,621,9352,231,05/04/17
H51-3845,Pontiac,1,Suspension,,No,No,No,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,143,0,0,0,117,175,1052469,0,05/03/17
B-8080,Porsche,2,Engine,Yes,No,Yes,Yes,0,0,0,0,0,0,150,281,0,1,164,435,0,18,169,404,0,47,192,384,487,24032,2891,05/01/17
,,0,,,No,No,No,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05/01/17
B-8380,Volkswagen,1,Fuel,Yes,No,Yes,No,0,0,0,0,0,12,0,23,0,9,0,39,0,0,0,13,0,2,0,23,15,24084,2576,04/28/17
105573,Audi,1,Suspension,,Yes,Yes,No,0,0,0,0,0,0,0,18,0,0,0,25,4,0,0,78,5,29,0,103,132,133641,8394,04/28/17
105574,Audi,1,Suspension,,Yes,Yes,No,0,0,0,0,0,0,0,20,0,0,0,26,3,0,0,71,8,41,0,112,146,133641,8394,04/28/17
YH-PC108-2,Porsche,1,Cooling,,Yes,Yes,Yes,0,0,0,0,0,18,0,80,0,101,70,308,2,230,21,472,2,110,37,298,401,36047,5156,04/28/17
B-8343,Porsche,4,Body,Yes,Yes,No,Yes,0,0,0,0,0,0,0,27,0,1,0,1795,6,0,267,1174,3,0,287,1488,1580,13316,426,04/27/17
B-8409,Porsche,1,Electrical,Yes,No,Yes,Yes,0,0,0,0,0,0,33,93,0,1,37,78,0,6,33,68,0,4,68,108,126,18187,465,04/27/17
B-8161,Mercedes-Benz,1,Electrical,Yes,Yes,Yes,No,0,0,0,0,0,0,0,30,0,0,0,54,1,0,0,55,2,5,0,49,62,1812,139,04/26/17
B-8160,Mercedes-Benz,1,Electrical,Yes,No,Yes,No,0,0,0,0,0,0,0,36,0,0,0,99,0,0,0,187,0,22,0,153,200,21973,1269,04/26/17
B-8159,Mercedes-Benz,1,Electrical,Yes,No,No,No,0,0,0,0,0,0,0,49,0,0,0,126,1,0,0,136,0,0,0,146,173,37288,2879,04/26/17
B-8441,Jaguar,1,Body,Yes,No,No,No,0,0,0,0,0,0,0,49,0,0,0,45,0,0,0,185,0,0,0,178,292,17478,1523,04/25/17
B-6747,Jaguar,1,Cooling,Yes,Yes,Yes,No,0,0,0,0,21,18,0,47,54,1,0,59,1,7,0,55,6,6,0,54,35,17927,1641,04/24/17
B-6776,Land Rover,1,Fuel,Yes,Yes,Yes,No,0,0,0,0,81,27,0,119,84,10,0,122,51,16,0,83,7,16,0,33,48,21168,962,04/21/17
B-8175,Mercedes-Benz,2,Engine,Yes,Yes,Yes,Yes,0,0,0,0,27,32,13,81,26,5,12,58,7,0,12,29,8,7,14,35,37,66749,3935,04/21/17
B-8493,Volkswagen,1,Engine,Yes,Yes,Yes,Yes,0,0,0,0,0,52,379,1313,100,356,52,1024,162,303,77,969,108,295,130,958,1134,40725,2231,04/19/17
C101604 / CA2,BMW,4,Drivetrain & Hub,,No,No,No,0,0,0,0,0,0,0,449,296,0,0,990,15,0,0,645,0,0,0,785,943,1756419,142656,04/18/17
GAC60174,BMW,2,Body,,No,No,No,0,0,0,0,0,0,0,24,0,0,0,31,0,0,0,29,0,0,0,45,47,7451,600,04/17/17
GAC60162B,BMW,2,Body,,Yes,No,No,0,0,0,0,0,0,0,43,0,0,0,81,4,0,0,56,4,0,0,31,44,12408,1703,04/17/17
61 60 1 384 859,BMW,2,Body,,Yes,No,Yes,0,0,0,0,185,0,0,311,105,0,90,359,86,0,142,403,99,0,91,344,421,177477,14428,04/17/17
GAC60141,BMW,2,Body,,Yes,No,No,0,0,0,0,0,0,0,60,0,0,0,34,4,0,0,48,7,0,0,76,85,55910,9789,04/17/17
B-8113,Mercedes-Benz,1,Fuel,Yes,Yes,Yes,Yes,0,0,0,0,172,69,140,492,174,34,81,534,84,272,101,630,71,362,119,888,1037,60248,4290,04/17/17
B-8169,Porsche,1,Electrical,Yes,Yes,No,No,0,0,0,0,0,0,0,168,0,0,0,226,7,0,0,370,4,0,0,268,321,22237,2042,04/17/17
B-8168,Porsche,1,Electrical,Yes,Yes,Yes,No,0,0,0,0,0,0,0,308,0,0,0,172,63,0,0,283,54,5,0,227,262,16565,1168,04/17/17
B-8393,Volkswagen,1,Climate Control,Yes,Yes,No,No,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,6,0,0,0,2,4,17326,4145,04/13/17
H12-2683B,Mercedes-Benz,2,Suspension,,No,Yes,No,0,0,0,0,0,0,0,133,0,0,0,97,0,0,0,118,0,21,0,162,191,902289,113034,04/13/17
B-7068,BMW,1,Cooling,,Yes,Yes,Yes,0,0,0,0,150,2,53,401,105,3,36,518,30,3,42,371,40,16,28,668,838,571168,40193,04/13/17
B-8414,Porsche,1,Fuel,Yes,Yes,Yes,Yes,0,0,0,0,0,0,17,35,0,0,19,35,1,10,5,35,5,2,13,50,58,4795,314,04/10/17
B-8412,Porsche,1,Fuel,Yes,Yes,Yes,Yes,0,0,0,0,0,0,35,184,0,0,64,136,0,10,57,227,2,9,43,202,238,15502,1231,04/10/17
B-8415,Porsche,1,Fuel,Yes,Yes,No,Yes,0,0,0,0,0,0,11,28,0,0,15,32,0,0,11,29,5,0,16,62,66,4795,314,04/10/17
B-8411,Porsche,1,Fuel,Yes,Yes,No,Yes,0,0,0,0,0,0,32,99,0,0,42,110,4,0,51,86,4,0,33,61,82,21389,1524,04/10/17
LY-D001,Audi,1,Fuel,,No,No,No,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,39,0,0,0,14,9,0,0,04/10/17
B-,Porsche,1,Climate Control,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,36,47,0,14,83,389,24032,2891,04/04/17
B-6882,BMW,2,Body,Yes,No,Yes,Yes,0,0,0,0,23,0,43,238,34,0,44,243,0,0,24,187,0,2,69,258,298,2840,70,04/04/17
88234100021,BMW,2,Body,,No,No,No,0,0,0,0,0,0,0,18,0,0,0,34,0,0,0,36,0,0,0,35,41,14430,1164,04/04/17
GAC60197,Mini,2,Body,,No,Yes,No,0,0,0,0,0,0,0,41,0,0,0,34,0,0,0,36,0,3,0,50,49,282866,28176,04/04/17
EG90299,Audi,1,Engine,,Yes,No,No,0,0,0,0,0,0,0,16,0,0,0,36,8,0,0,39,6,0,0,38,46,147163,21827,04/04/17
60 x 380mm Dark Brn,Porsche,1,Engine,,Yes,No,Yes,0,0,0,0,0,0,110,118,0,1,170,214,5,0,106,203,4,0,100,142,163,12628,518,04/04/17
DY9050,BMW,1,Cooling,,No,Yes,Yes,0,0,0,0,0,0,0,48,0,0,0,84,0,16,41,136,0,52,26,149,160,430657,33763,04/03/17
DY9053,Audi,1,Cooling,,Yes,Yes,No,0,0,0,0,0,17,0,67,0,40,0,143,2,108,0,210,0,48,0,101,154,383959,55224,04/03/17
LY-A006,Seat,1,Cooling,,No,No,No,0,0,0,0,0,0,0,105,0,0,0,60,0,0,0,86,0,0,0,40,86,0,0,04/03/17
SD-4005,Volkswagen,1,Electrical,,No,No,No,0,0,0,0,0,0,0,42,0,0,0,65,0,0,0,77,0,0,0,96,109,114632,21948,04/03/17
B-8355,Porsche,1,Fuel,Yes,Yes,No,Yes,0,0,0,0,0,0,0,403,0,0,0,83,1,0,0,118,4,0,74,164,191,41419,2630,03/31/17
B-8354,Porsche,1,Engine,Yes,No,No,Yes,0,0,0,0,0,0,12,49,0,0,0,32,0,0,15,48,0,0,3,27,45,8447,188,03/31/17
SD-3059,Mercedes-Benz,1,Electrical,,No,Yes,No,0,0,0,0,0,0,0,21,0,11,0,42,0,17,0,45,0,44,0,80,91,35198,2200,03/31/17
B-8346,Volvo,1,Exhaust,Yes,Yes,No,No,0,0,0,0,0,0,0,166,0,0,0,73,2,0,0,95,0,0,0,69,256,470269,44748,03/29/17
GAC60114,Mercedes-Benz,2,Body,,No,Yes,No,0,0,0,0,0,53,0,85,0,71,0,105,0,77,0,99,0,108,0,120,129,6190,264,03/28/17
DY9052,Audi,1,Cooling,,No,Yes,No,0,0,0,0,0,8,0,25,0,12,0,75,0,67,0,112,0,20,0,58,91,383959,55224,03/27/17
