FILENAME,SEC_CHECKBOX,SEC_SUBJECT,CHECKBOX,TEXT_BOX_PAIR,MARK,HANDWRITTEN,SIGNATURE
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-14-Stepan Kasimian.pdf\33-33,1,1,,,8,9,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-15-Socal Surgical Imaging.pdf\12-12,1,1,,,1,18,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-15-Socal Surgical Imaging.pdf\17-17,1,1,,,1,19,
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-16-Lawrence Miller, M.D..pdf\10-11",,,,,,1,1
"D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-16-Lawrence Miller, M.D..pdf\12-13",,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-19-Sunset Radiology.pdf\11-11,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-19-Sunset Radiology.pdf\12-12,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-19-Sunset Radiology.pdf\13-13,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-19-Sunset Radiology.pdf\14-14,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\10-10,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\100-101,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\102-112,,,26,26,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\113-113,,,,,,13,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\114-114,3,5,10,10,,2,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\15-18,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\19-19,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\25-25,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\26-26,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\27-27,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\28-30,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\31-31,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\32-32,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\33-35,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\36-37,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\39-39,3,5,10,10,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\40-40,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\45-48,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\49-49,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\55-55,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\56-57,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\58-59,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\60-60,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\61-62,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\63-65,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\66-66,,,,,,11,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\67-67,3,5,10,10,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\68-68,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\73-76,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\77-77,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\83-84,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\85-85,1,1,,,1,4,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\86-91,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\92-93,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\94-95,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\96-97,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\98-98,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 11969-20-Mission Community Hospital.pdf\99-99,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\17-17,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\21-23,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\30-30,3,3,9,9,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\31-31,3,3,9,9,,1,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\35-35,,,,,,15,3
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\36-36,7,7,10,10,,3,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\46-47,,,,,,3,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\48-50,,,,,1,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\52-52,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\53-53,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\54-56,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\57-57,1,1,6,6,,7,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\66-66,,,,,,15,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\67-67,,,,,,8,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\68-68,,,,,,61,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\69-69,1,1,4,4,,15,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\7-7,,,,,,2,11
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 12300-01-Linden Crest Surgery Center.pdf\73-73,1,1,6,6,,20,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\10-11,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\12-16,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\17-19,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\20-22,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\23-25,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\26-30,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\3-6,,,,,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\31-37,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\38-38,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\39-39,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\40-40,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\41-41,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\42-43,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\44-45,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\46-52,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\53-54,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\55-58,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\59-60,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\61-63,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\64-64,6,6,,,8,9,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\65-65,4,3,,,4,9,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\66-66,1,1,,,3,20,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\68-68,8,8,,,13,9,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-13 Stepan Kasimian Med Recs.PDF\7-9,,,,,,,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\11-11,,,,,,18,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\13-13,6,6,21,21,1,11,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\14-14,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\15-15,,,,,,9,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\16-16,,,,,,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\17-17,7,5,21,21,1,10,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\18-18,1,1,,,5,2,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\19-19,,,,,,24,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\21-21,,,,,,14,11
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\22-22,,,,,,19,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\23-23,,,,,1,20,11
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\24-24,,,,,,22,9
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\25-25,,,,,,22,10
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\26-26,,,,,,21,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\27-27,,,,,,23,13
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\28-28,,,,,,25,13
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\29-29,,,,,1,29,15
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\30-30,,,,,1,26,17
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\31-31,,,,,,22,15
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\32-32,,,,,1,25,14
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\33-33,,,,,1,17,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\34-34,,,,,,37,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\35-35,4,4,,,6,12,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\37-37,,,,,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\38-38,,,,,,11,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\44-44,,,,,,28,15
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\45-45,,,,,,25,15
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\46-46,,,,,,32,17
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\47-47,,,,,,26,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\48-48,,,,,,25,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\49-49,,,,,,28,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\51-51,,,,,1,26,16
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\52-52,,,,,1,20,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\53-53,,,,,1,31,16
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\54-54,,,,,,36,17
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\55-55,,,,,,27,20
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\56-56,,,,,,26,20
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\57-57,,,,,,27,20
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\58-58,,,,,,27,6
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\59-59,,,,,,28,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\60-60,,,,,1,35,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\61-61,,,,,,27,19
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\62-62,1,1,,,1,33,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\64-64,,,,,,30,22
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\65-65,,,,,1,32,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-14 Forster Physical Therapy Med Recs and Bills.PDF\66-66,,,,,,29,21
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\100-100,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\101-105,10,10,20,20,3,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\106-107,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\108-108,,,,,1,4,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\109-114,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\115-116,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\117-118,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\119-120,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\121-121,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\122-122,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\123-124,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\136-136,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\137-137,3,5,10,10,,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\138-138,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\142-145,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\146-146,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\147-151,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\152-152,2,1,,,9,9,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\153-153,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\154-154,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\156-157,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\158-158,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\159-159,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\160-162,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\166-166,1,,13,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\167-167,3,5,10,10,,3,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\26-26,,,,,,17,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\31-31,3,5,10,10,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\32-32,,,3,3,,16,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\33-33,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\38-41,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\42-42,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\43-47,11,11,20,20,1,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\48-48,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\49-49,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\50-50,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\51-53,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\54-54,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\55-55,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\56-58,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\61-61,,,,,,16,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\62-62,3,5,10,10,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\63-63,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\68-71,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\72-72,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\78-78,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\79-80,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\81-82,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\83-83,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\84-85,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\89-89,,,,,10,1,1
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\90-90,3,5,10,10,,,2
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\91-91,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-15 Mission Community Hospital Med Recs 2.PDF\96-99,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\14-14,,,,,,2,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\16-18,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\19-19,1,1,30,30,,10,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\24-24,,,,,,,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\28-28,1,1,30,30,,8,
D:/PareIT/Combined\Sutphin v. City of Santa Monica (PAID) - 138948-16 Linden Surgical Center Med Recs and Bills.PDF\29-31,,,,,,,1
