FILENAME,SUBTITLE,CONTENT,FORM,TABLE,REP_HEADER_FOOTER,HEADER_FOOTER,TITLE,QUESTIONNAIRE,OTHER
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\48-48,25,27,4,,,3,5,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\49-50,12,16,9,,4,2,7,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\51-53,,5,6,5,6,3,5,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\54-55,,51,18,,4,2,18,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\56-59,6,7,11,13,6,4,3,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\60-60,2,2,5,4,,2,4,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\61-61,,1,7,5,,3,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\62-62,,5,5,,,2,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\63-63,,19,10,,,3,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\64-64,6,31,13,,,3,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\65-65,1,11,5,,1,2,2,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH 05-14-15 (1).pdf\66-66,6,9,1,,,3,7,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - SJCH- Radiology Rpt.pdf\1-1,,8,5,,,3,7,,1
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\39-41,4,7,7,6,5,7,11,,1
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\42-44,57,56,6,1,6,6,11,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\45-45,1,23,13,,,3,6,,4
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\46-47,11,18,14,,4,4,4,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\48-49,13,14,8,,2,6,6,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\50-50,2,5,7,,,3,6,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\51-53,4,5,6,5,6,6,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\54-54,,11,10,,,3,1,,
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\56-63,,20,17,8,16,24,21,,12
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\70-70,5,10,13,1,,3,4,1,2
D:/PareIT/Combined\Valero v. Tri County Medical Transport (PAID) - Valero Indexes.pdf\72-72,1,11,9,,,3,1,3,7
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\12-14,26,25,2,,6,4,4,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\123-133,25,45,4,7,18,11,7,,2
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\134-134,,,,,,,,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\135-144,,,,,,,,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\15-17,23,23,2,,6,4,5,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\18-19,,9,3,,2,,7,,2
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\20-22,25,26,3,,6,4,4,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\29-30,,9,3,,2,,7,,2
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\34-36,19,25,5,3,1,6,11,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\37-38,6,16,5,2,2,3,6,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\39-39,6,8,6,3,,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\40-40,5,7,6,3,,3,2,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\41-41,1,7,5,3,,2,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\42-43,1,7,5,3,2,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\44-45,1,7,5,3,2,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\46-47,3,7,6,3,2,3,1,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\48-49,7,17,5,3,2,3,7,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\50-52,23,19,8,3,3,4,9,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\53-53,3,5,5,3,,3,2,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\54-55,,7,5,3,2,3,5,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\56-56,,7,5,3,,2,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\57-58,,8,5,3,2,3,5,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\59-60,1,8,5,3,2,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\61-62,,5,5,3,2,3,3,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\63-64,1,7,5,3,2,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\65-66,,8,5,3,2,3,5,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\67-68,,8,6,3,2,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\69-70,1,8,5,3,1,3,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\71-72,2,8,5,3,2,4,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\73-74,2,8,5,3,2,4,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\75-76,2,8,5,3,2,4,4,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\77-78,2,6,6,3,2,3,3,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\79-80,5,15,7,5,,4,12,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\8-11,41,33,4,,8,5,4,,
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\81-83,25,26,8,5,3,4,9,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\84-84,,4,5,3,,2,2,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\85-86,,7,6,3,,4,5,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\87-88,,8,7,3,,4,5,,1
D:/PareIT/Combined\Valiollah - 5t summary of special damages and exhibits part 2.pdf\92-99,12,35,2,4,16,8,9,,2
D:/PareIT/Combined\Valley Imaging Partnership- MR Cervical SPine without Contrast 04-20-15.pdf\1-2,,8,5,,4,,6,,
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\12-13,10,16,4,2,2,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\15-16,10,16,5,1,2,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\18-19,9,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\2-3,14,20,4,1,,4,6,,4
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\21-22,10,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\24-25,10,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\26-27,10,14,3,3,6,4,5,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\28-29,10,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\30-31,10,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\32-33,10,15,4,1,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 10- Flex Motion.pdf.pdf\9-10,11,17,4,2,2,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 11- Renaissance Imaging Center.pdf.pdf\2-3,7,19,4,,2,4,6,,1
D:/PareIT/Combined\Vanik Manasian Matter - 12- West Valley MRI.pdf.pdf\3-3,,7,4,,,3,5,,1
D:/PareIT/Combined\Vanik Manasian Matter - 13-Terry Mc Elroy.pdf.pdf\2-2,12,10,21,2,,2,8,1,5
D:/PareIT/Combined\Vanik Manasian Matter - 13-Terry Mc Elroy.pdf.pdf\3-4,9,19,13,,,1,9,1,5
D:/PareIT/Combined\Vanik Manasian Matter - 13-Terry Mc Elroy.pdf.pdf\6-6,12,9,19,2,,2,9,1,6
D:/PareIT/Combined\Vanik Manasian Matter - 13-Terry Mc Elroy.pdf.pdf\7-8,10,12,17,,,1,10,1,5
D:/PareIT/Combined\Vanik Manasian Matter - 14- Pro Med Spine.pdf.pdf\2-6,11,33,4,,10,1,18,,2
D:/PareIT/Combined\Vanik Manasian Matter - 14- Pro Med Spine.pdf.pdf\8-9,4,15,3,,4,3,7,,2
D:/PareIT/Combined\Vanik Manasian Matter - 15- Arash Yaghoobian.pdf.pdf\2-8,11,30,5,8,6,7,17,,1
D:/PareIT/Combined\Vanik Manasian Matter - 16- Risser Orthopedic.pdf.pdf\3-7,70,58,9,3,5,6,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 17 Pro Health Advanced Imaging.pdf.pdf\2-3,,2,,,,1,,,
D:/PareIT/Combined\Vanik Manasian Matter - 17 Pro Health Advanced Imaging.pdf.pdf\5-6,,9,4,,,2,6,,
D:/PareIT/Combined\Vanik Manasian Matter - 17 Pro Health Advanced Imaging.pdf.pdf\8-9,,8,4,,,2,6,,
D:/PareIT/Combined\Vanik Manasian Matter - 18- Quest Diagnostics.pdf.pdf\3-4,,11,6,4,4,4,4,,2
D:/PareIT/Combined\Vanik Manasian Matter - 19- Dr. Enayati.pdf.pdf\14-14,,1,1,,,1,,,2
D:/PareIT/Combined\Vanik Manasian Matter - 19- Dr. Enayati.pdf.pdf\4-10,20,43,7,1,14,8,19,,2
D:/PareIT/Combined\Vanik Manasian Matter - 2- Ventura Imaging.pdf.pdf\3-3,,4,2,,,1,2,,2
D:/PareIT/Combined\Vanik Manasian Matter - 2- Ventura Imaging.pdf.pdf\4-4,,4,2,,,1,2,,2
D:/PareIT/Combined\Vanik Manasian Matter - 2- Ventura Imaging.pdf.pdf\5-6,,6,1,,,1,2,,2
D:/PareIT/Combined\Vanik Manasian Matter - 2- Ventura Imaging.pdf.pdf\9-11,6,14,3,,2,1,6,,1
D:/PareIT/Combined\Vanik Manasian Matter - 20-Robert Wagmeister.pdf.pdf\2-3,,14,4,,2,8,8,,2
D:/PareIT/Combined\Vanik Manasian Matter - 21- Olympia Medical Center.pdf.pdf\10-12,,22,4,,3,8,15,,1
D:/PareIT/Combined\Vanik Manasian Matter - 21- Olympia Medical Center.pdf.pdf\13-15,,10,6,,3,7,6,,1
D:/PareIT/Combined\Vanik Manasian Matter - 21- Olympia Medical Center.pdf.pdf\16-18,,16,4,,3,7,9,,1
D:/PareIT/Combined\Vanik Manasian Matter - 22- Sam Bakshian.pdf.pdf\2-3,,11,4,,,5,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 22- Sam Bakshian.pdf.pdf\4-4,4,6,11,2,,3,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 22- Sam Bakshian.pdf.pdf\6-8,,16,4,,6,7,11,,2
D:/PareIT/Combined\Vanik Manasian Matter - 24-Cardiovascular Plusinc.pdf.pdf\6-6,,13,5,1,,2,5,1,3
D:/PareIT/Combined\Vanik Manasian Matter - 25-Neuro Medix Inc..pdf.pdf\2-3,1,10,8,1,2,3,5,,1
D:/PareIT/Combined\Vanik Manasian Matter - 25-Neuro Medix Inc..pdf.pdf\4-4,,5,8,1,,3,2,,
D:/PareIT/Combined\Vanik Manasian Matter - 25-Neuro Medix Inc..pdf.pdf\7-8,14,25,8,4,4,2,14,,
D:/PareIT/Combined\Vanik Manasian Matter - 26- David Blake.pdf.pdf\11-12,2,9,4,,1,3,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - 26- David Blake.pdf.pdf\3-6,6,24,4,,4,5,16,,1
D:/PareIT/Combined\Vanik Manasian Matter - 26- David Blake.pdf.pdf\7-8,3,12,3,,2,4,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - 26- David Blake.pdf.pdf\9-10,3,11,3,,2,4,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\11-12,12,17,6,2,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\13-14,12,19,6,2,4,4,6,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\15-16,12,16,5,2,6,4,5,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\17-18,12,16,5,1,5,4,5,,4
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\19-20,12,16,5,1,6,4,5,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\21-22,11,17,6,1,5,4,5,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\23-24,12,16,5,1,6,4,5,,3
D:/PareIT/Combined\Vanik Manasian Matter - 27- Flex Motion Physical Therapy.pdf.pdf\25-26,15,18,5,1,6,4,4,,3
D:/PareIT/Combined\Vanik Manasian Matter - 3- Hekmat Orthopedic.pdf.pdf\3-6,20,39,6,,3,5,8,,1
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\17-19,,13,3,,,4,4,,3
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\22-25,,16,3,,2,4,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\27-29,,18,4,,,4,14,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\30-32,,18,3,,,4,14,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\35-38,,14,3,,,4,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\41-44,,14,3,,,4,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\50-52,,14,3,,,4,5,,2
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\53-53,,9,1,,,2,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - 4-Tower Orthopedic.pdf.pdf\9-14,15,27,3,5,4,6,10,,3
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\12-13,,12,4,,,3,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\18-19,,14,4,,1,2,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\24-26,,14,5,,,3,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\29-30,9,11,16,,,1,9,1,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\3-7,13,22,5,5,7,4,11,,2
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\33-34,1,4,12,,,1,9,1,3
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\37-39,,17,3,,3,3,6,,2
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\40-41,2,4,15,,,,9,1,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\44-45,,16,4,,3,2,6,,2
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\48-49,,13,5,,,3,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\53-53,1,9,10,,,,9,1,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\57-60,,17,5,,4,1,8,,2
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\63-64,2,7,12,,,1,9,1,2
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\67-69,,14,7,,1,2,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\72-72,8,7,13,,,1,9,1,1
D:/PareIT/Combined\Vanik Manasian Matter - 5- California Back and Pain.pdf.pdf\75-76,,13,4,,,3,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\12-14,,13,4,,,3,10,,2
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\19-21,,13,4,,,3,10,,2
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\24-26,,14,3,,,3,11,,1
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\29-31,,11,4,,,3,10,,2
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\34-36,,11,4,,,3,10,,2
D:/PareIT/Combined\Vanik Manasian Matter - 6- Nova Surgical Center.pdf.pdf\5-7,,13,4,,,3,10,,2
D:/PareIT/Combined\Vanik Manasian Matter - 7- Johal Gurpret.pdf.pdf\2-2,12,11,14,3,,3,10,1,1
D:/PareIT/Combined\Vanik Manasian Matter - 7- Johal Gurpret.pdf.pdf\5-5,14,11,15,4,,3,9,1,
D:/PareIT/Combined\Vanik Manasian Matter - 7- Johal Gurpret.pdf.pdf\8-8,14,16,15,3,,3,11,1,2
D:/PareIT/Combined\Vanik Manasian Matter - 8- Saddleback.pdf.pdf\2-3,,13,6,,2,5,10,,1
D:/PareIT/Combined\Vanik Manasian Matter - Olympia Medical Center (Dr. David Blake).pdf\11-12,3,10,3,,2,4,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - Olympia Medical Center (Dr. David Blake).pdf\13-14,2,5,4,,4,4,3,,1
D:/PareIT/Combined\Vanik Manasian Matter - Olympia Medical Center (Dr. David Blake).pdf\4-4,,9,8,1,,,10,,
D:/PareIT/Combined\Vanik Manasian Matter - Olympia Medical Center (Dr. David Blake).pdf\5-8,7,22,5,,3,5,13,,1
D:/PareIT/Combined\Vanik Manasian Matter - Olympia Medical Center (Dr. David Blake).pdf\9-10,,8,3,,2,4,6,,1
D:/PareIT/Combined\Vanik Manasian Matter - Sam Bakshian MD's report and bill for 4_13_17 visi.pdf.pdf\1-2,,13,2,,,4,5,,2
D:/PareIT/Combined\VC101784-03 BATES.pdf\10-13,23,44,4,4,8,8,20,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\110-112,18,15,3,10,6,3,2,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\113-115,16,21,6,1,6,4,4,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\116-117,6,11,13,,4,2,6,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\14-18,31,59,3,4,10,10,19,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\3-3,6,8,5,,,3,3,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\38-40,4,14,11,1,6,3,7,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\4-4,,4,1,2,,3,3,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\41-44,11,5,7,4,8,8,2,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\5-9,38,84,13,2,10,10,13,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\56-57,7,12,2,1,4,2,5,,1
D:/PareIT/Combined\VC101784-03 BATES.pdf\58-60,8,21,1,,5,5,5,,1
D:/PareIT/Combined\VC101784-03 BATES.pdf\61-63,8,11,19,4,6,3,8,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\64-65,18,16,4,9,4,2,6,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\66-75,48,80,12,3,20,10,41,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\77-82,14,38,8,5,12,12,20,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\83-85,27,22,10,2,6,6,11,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\86-88,25,20,2,10,6,6,11,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\89-90,19,14,10,3,4,2,6,,
D:/PareIT/Combined\VC101784-03 BATES.pdf\91-98,29,62,6,13,16,16,20,,
D:/PareIT/Combined\VC101810-02 BATES.pdf,,,,,,,,,
D:/PareIT/Combined\VC101810-04 BATES.pdf\3-38,131,207,33,43,106,45,46,1,
D:/PareIT/Combined\VC101810-06 BATES.pdf\102-105,26,61,16,,7,9,30,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\107-109,43,51,13,,6,6,11,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\11-14,19,19,6,17,4,9,14,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\111-113,18,42,5,1,5,4,18,,2
D:/PareIT/Combined\VC101810-06 BATES.pdf\115-118,53,59,12,,8,11,13,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\120-122,,18,7,,6,9,6,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\124-126,,20,7,,7,9,10,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\127-127,,5,3,,,1,3,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\128-128,,5,3,,,1,3,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\15-16,1,5,4,1,2,5,3,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\154-161,58,100,17,2,16,24,58,,
D:/PareIT/Combined\VC101810-06 BATES.pdf\17-21,15,22,14,9,5,10,21,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\22-25,14,18,3,15,4,5,15,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\26-29,16,23,7,7,4,5,16,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\3-6,18,29,3,13,4,1,15,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\30-33,17,16,3,17,4,5,15,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\34-38,9,15,6,13,5,11,20,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\39-42,13,10,4,14,4,5,11,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\43-44,,13,7,,4,2,6,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\45-45,3,14,6,,,3,6,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\46-46,6,18,8,,,4,6,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\48-50,12,21,10,,6,9,12,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\52-54,13,19,11,,6,7,12,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\56-59,11,23,14,,6,14,13,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\60-63,11,24,11,,11,13,14,,
D:/PareIT/Combined\VC101810-06 BATES.pdf\65-68,15,22,9,,8,12,11,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\7-10,21,21,18,5,4,5,13,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\70-72,19,17,7,6,6,6,5,,2
D:/PareIT/Combined\VC101810-06 BATES.pdf\74-77,17,20,9,1,8,10,11,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\80-83,,15,7,,8,8,12,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\84-85,1,8,6,,4,2,4,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\86-88,26,33,9,,6,3,13,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\90-93,45,53,7,4,8,8,13,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\95-97,8,17,10,,6,3,8,,1
D:/PareIT/Combined\VC101810-06 BATES.pdf\99-101,12,24,14,,5,7,2,,1
D:/PareIT/Combined\VC101810-08.pdf,,,,,,,,,
"D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - American_Medical_Response,_Inc._CO_Csc_Vol_1_of_1_Addl_I.pdf\10-10",1,15,5,,,3,3,,2
"D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - American_Medical_Response,_Inc._CO_Csc_Vol_1_of_1_Addl_I.pdf\11-11",,1,,1,,2,1,,
"D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - American_Medical_Response,_Inc._CO_Csc_Vol_1_of_1_Addl_I.pdf\4-6",12,13,10,2,3,4,13,,1
"D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - American_Medical_Response,_Inc._CO_Csc_Vol_1_of_1_Addl_I.pdf\9-9",2,2,4,,,2,2,,3
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\11-11,,7,6,,,2,5,1,1
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\13-13,,12,4,,,3,4,1,1
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\19-19,,11,10,,,3,3,1,2
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\27-27,,7,6,,,2,5,1,1
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\30-30,,10,5,,,3,5,1,1
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\32-32,,12,4,,,4,2,,2
D:/PareIT/Combined\Vediner v. Shmuel Yogev; The Hertz Corporation - Laguna_Hills_Surgery_Center-recd 9-7-18.pdf\35-36,,11,4,,4,4,10,,1
